ID;Begriff
1978;Geheimdiplomatie
1979;Geheimer Vorbehalt
1980;Geheimnishehlerei
1981;Geheimprozess
1982;Geheißerwerb
1983;Gehilfe
1984;Gehobener technischer Dienst in der Bundeswehrverwaltung – Fachrichtung Wehrtechnik –
1985;Gehorsamspflicht
1986;Geistliche Genossenschaft
1987;Geistliches Ministerium
1988;Gelangensbestätigung
1989;Geldautomat
1990;Geldbuße
1991;Geldkondemnation
1992;Geldleistung
1993;Geldstrafe
1994;Geldtransporter-Fall
1995;Gelegenheitsursache
1996;Geleitrecht
1997;Gelenkte Demokratie
1998;Geltungsvorrang
1999;Geländeoberfläche
2000;Gemeinbedarfsfläche
2001;Gemeinde
2002;Gemeindeangehörigkeit
2003;Gemeindedirektor
2004;Gemeindefreies Gebiet
2005;Gemeindefreiheit
2006;Gemeindefusionen in Deutschland
2007;Gemeindekanzlei
2008;Gemeindeordnung für das Land Nordrhein-Westfalen
2009;Gemeindeordnungen in Deutschland
2010;Gemeindeorgan
2011;Gemeindeplanung
2012;Gemeinderat
2013;Gemeindesteuer
2014;Gemeindeverband
2015;Gemeindeverkehrsfinanzierungsgesetz
2016;Gemeindevertretung
2017;Gemeindeverwaltungsverband
2018;Gemeindliches Schiedswesen
2019;Gemeiner Wert
2020;Gemeines Recht
2021;Gemeinnützige Aktiengesellschaft
2022;Gemeinnützige GmbH
2023;Gemeinnützigkeit
2024;Gemeinsame Ermittlungsgruppen Arbeit
2025;Gemeinsame Finanzermittlungsgruppe
2026;Gemeinsame Fischereipolitik
2027;Gemeinsame Geschäftsordnung der Bundesministerien
2028;Gemeinsame Geschäftsordnung des Bundestages und des Bundesrates für den Ausschuss nach Artikel 77 GG
2029;Gemeinsame Normdatei
2030;Gemeinsamer Ausschuss
2031;Gemeinsamer Bundesausschuss
2032;Gemeinsamer Standpunkt
2033;Gemeinsames Ministerialblatt
2034;Gemeinschaftseigentum
2035;Gemeinschaftsteuer
2036;Gemeinschaftswaschküche
2037;Gemeinwohl-Bilanz
2038;Gemischter Vertrag
2039;Genehmigungsfreistellung
2040;Genehmigungsplanung
2041;Genehmigungsvorbehalt
2042;Genehmigungswettbewerb
2043;Generalauditor
2044;Generaldirektion Justiz und Verbraucher
2045;Generaldirektion Justiz, Grundrechte und Bürgerschaft
2046;Generalklausel
2047;Generalquittung
2048;Generalvollmacht
2049;Generalzolldirektion
2050;Generationengerechtigkeit
2051;Genesis
2052;Genfer Protokoll
2053;Genozidprävention
2054;Gentlemen’s Agreement
2055;Georg Arnold Heise
2056;Georg Jellinek
2057;Georg M. Oswald
2058;George C. Homans
2059;Geprägetheorie
2060;Gerechter Preis
2061;Gerechtigkeit
2062;Gerechtigkeitstheorien
2063;Gerechtsame
2064;Gerhard Dieter Nothacker
2065;Gerhard Igl
2066;Gerhard Kaindl
2067;Gerhard Köbler
2068;Gerhard-Thoma-Ehrenpreis
2069;Gericht
2070;Gerichtliche Hinweispflicht
2071;Gerichtsbescheid
2072;Gerichtsferien
2073;Gerichtshilfe
2074;Gerichtskasse
2075;Gerichtslinde Zehdenick
2076;Gerichtsorganisation in Deutschland
2077;Gerichtsstand
2078;Gerichtsstand des Arbeitsortes
2079;Gerichtsverfassungsgesetz
2080;Gerichtsverhandlung
2081;Gerichtsvollzieher
2082;Geringfügige Beschäftigung
2083;Geringstes Gebot
2084;German Yearbook of International Law
2085;Gertrude Lübbe-Wolff
2086;Gesamtdeckungsprinzip
2087;Gesamteinkommen
2088;Gesamtgemeinde
2089;Gesamtgeschäftsführungsbefugnis
2090;Gesamtgläubiger
2091;Gesamtgutsinsolvenz
2092;Gesamthafenbetrieb
2093;Gesamthandseigentum
2094;Gesamthandsgemeinschaft
2095;Gesamtprogramm Sprache
2096;Gesamtstrafe
2097;Gesamtzusage
2098;Gesandter
2099;Geschichte der Inkassounternehmen in Deutschland
2100;Geschichte des japanischen Rechts
2101;Geschlechtsspezifische und sexuelle Gewalt durch die Hamas während des Terrorangriffs am 7. Oktober 2023
2102;Geschosshöhe
2103;Geschworenengericht
2104;Geschäft
2105;Geschäftsanteil
2106;Geschäftsbericht
2107;Geschäftsbesorgungsvertrag
2108;Geschäftsfähigkeit
2109;Geschäftsführung
2110;Geschäftsgrundlage
2111;Geschäftsherrenhaftung
2112;Geschäftsordnung
2113;Geschäftsordnung der Bundesregierung
2114;Geschäftsordnung der Europäischen Kommission
2115;Geschäftsordnung des Bundesrates
2116;Geschäftsordnung des Bundesverfassungsgerichts
2117;Geschäftsordnung des Deutschen Bundestages
2118;Geschäftsordnung des Europäischen Parlaments
2119;Geschäftsordnung des Rates der Europäischen Union
2120;Geschäftsordnung für den Gemeinsamen Ausschuß
2121;Geschäftsraum
2122;Geschäftsraummiete
2123;Geschäftsverteilungsplan
2124;Geschäftswille
2125;Geschäftsähnliche Handlung
2126;Gesellschaft
2127;Gesellschaft bürgerlichen Rechts
2128;Gesellschaft bürgerlichen Rechts mit beschränkter Haftung
2129;Gesellschaft für Völkerrecht in der Deutschen Demokratischen Republik
2130;Gesellschaft mit gebundenem Vermögen
2131;Gesellschaft zur Verfolgung von Urheberrechtsverletzungen
2132;Gesellschafterdarlehen
2133;Gesellschafterliste
2134;Gesellschafterversammlung
2135;Gesellschaftsrecht
2136;Gesellschaftsregister
2137;Gesellschaftsvermögen
2138;Gesellschaftsvertrag
2139;Gesetz
2140;Gesetz betreffend das Urheberrecht an Werken der bildenden Künste und der Photographie
2141;Gesetz betreffend die Gesellschaften mit beschränkter Haftung
2142;Gesetz gegen Wettbewerbsbeschränkungen
2143;Gesetz gegen den unlauteren Wettbewerb
2144;Gesetz zum Schutz gegen Fluglärm
2145;Gesetz zum Schutze der Erbgesundheit des deutschen Volkes
2146;Gesetz zur Abmilderung der Folgen der COVID-19-Pandemie im Zivil-, Insolvenz- und Strafverfahrensrecht
2147;Gesetz zur Anpassung des Urheberrechts an die Erfordernisse des digitalen Binnenmarktes
2148;Gesetz zur Bekämpfung der Korruption
2149;Gesetz zur Bekämpfung sexualisierter Gewalt gegen Kinder
2150;Gesetz zur Bekämpfung von Korruption im Gesundheitswesen
2151;Gesetz zur Beseitigung sozialer Überforderung bei Beitragsschulden in der Krankenversicherung
2152;Gesetz zur Bestrafung von Nazis und Nazihelfern
2153;Gesetz zur Einführung des Rechts auf Eheschließung für Personen gleichen Geschlechts
2154;Gesetz zur Einführung einer Rechtsbehelfsbelehrung im Zivilprozess und zur Änderung anderer Vorschriften
2155;Gesetz zur Erleichterung familiengerichtlicher Maßnahmen bei Gefährdung des Kindeswohls
2156;Gesetz zur Förderung der Steuerehrlichkeit
2157;Gesetz zur Förderung eines inklusiven Arbeitsmarkts
2158;Gesetz zur Klärung der Vaterschaft unabhängig vom Anfechtungsverfahren
2159;Gesetz zur Kontrolle und Transparenz im Unternehmensbereich
2160;Gesetz zur Kooperation und Information im Kinderschutz
2161;Gesetz zur Modernisierung des GmbH-Rechts und zur Bekämpfung von Missbräuchen
2162;Gesetz zur Reform der Sachaufklärung in der Zwangsvollstreckung
2163;Gesetz zur Reform der strafrechtlichen Vermögensabschöpfung
2164;Gesetz zur Reform des Zivilprozesses
2165;Gesetz zur Regelung der Rechtsverhältnisse der unter Artikel 131 des Grundgesetzes fallenden Personen
2166;Gesetz zur Strukturreform des Versorgungsausgleichs
2167;Gesetz zur Stärkung der Rechte des leiblichen, nicht rechtlichen Vaters
2168;Gesetz zur Verbesserung der Rechte von Patientinnen und Patienten
2169;Gesetz zur Verbesserung der Rechtsstellung des Tieres im bürgerlichen Recht
2170;Gesetz zur Verbesserung der Unterbringung, Versorgung und Betreuung ausländischer Kinder und Jugendlicher
2171;Gesetz zur Vereinheitlichung des Rechts der Eheschließung und der Ehescheidung im Lande Österreich und im übrigen Reichsgebiet
2172;Gesetz zur Verkürzung des Restschuldbefreiungsverfahrens und zur Stärkung der Gläubigerrechte
2173;Gesetz zur Weiterentwicklung des Teilzeitrechts – Einführung einer Brückenteilzeit
2174;Gesetz zur Wiederherstellung des Berufsbeamtentums
2175;Gesetz zur Zahlbarmachung von Renten aus Beschäftigungen in einem Ghetto
2176;Gesetz zur befristeten krisenbedingten Verbesserung der Regelungen für das Kurzarbeitergeld
2177;Gesetz zur sozialrechtlichen Absicherung flexibler Arbeitszeitregelungen
2178;Gesetz zur weiteren Erleichterung der Sanierung von Unternehmen
2179;Gesetz zur weiteren Stärkung des bürgerschaftlichen Engagements
2180;Gesetz zur Änderung des Unterhaltsrechts
2181;Gesetz zur Änderung des Zweiten Buches Sozialgesetzbuch und anderer Gesetze
2182;Gesetz über Arbeitnehmererfindungen
2183;Gesetz über Arbeitsvermittlung und Arbeitslosenversicherung
2184;Gesetz über Gerichtskosten in Familiensachen
2185;Gesetz über Mietverhältnisse mit Juden
2186;Gesetz über Ordnungswidrigkeiten
2187;Gesetz über das Amtsgehalt der Mitglieder des Bundesverfassungsgerichts
2188;Gesetz über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit
2189;Gesetz über den Auswärtigen Dienst
2190;Gesetz über den ehelichen Güterstand von Vertriebenen und Flüchtlingen
2191;Gesetz über den unmittelbaren Zwang bei Ausübung öffentlicher Gewalt durch Vollzugsbeamte des Bundes
2192;Gesetz über die Alterssicherung der Landwirte
2193;Gesetz über die Befreiung des Reichspräsidenten von Hindenburg von Reichs- und Landessteuern für das Rittergut Neudeck
2194;Gesetz über die Rechtsverhältnisse der Parlamentarischen Staatssekretäre
2195;Gesetz über die Ruhebezüge des Bundespräsidenten
2196;Gesetz über die Selbstverwaltung der Gemeinden und Landkreise in der DDR
2197;Gesetz über die Umwandlung von Kapitalgesellschaften
2198;Gesetz über die Vermittlung von Musikaufführungsrechten
2199;Gesetz über die Wahl der Bezirkstage
2200;Gesetz über die Zwangsversteigerung und die Zwangsverwaltung
2201;Gesetz über die internationale Rechtshilfe in Strafsachen
2202;Gesetz über elektronische Handelsregister und Genossenschaftsregister sowie das Unternehmensregister
2203;Gesetz über steuerliche Begleitmaßnahmen zur Einführung der Europäischen Gesellschaft und zur Änderung weiterer steuerrechtlicher Vorschriften
2204;Gesetz, Politik und Macht
2205;Gesetzesergänzende Verordnung
2206;Gesetzeskraft
2207;Gesetzeslücke
2208;Gesetzesvertretende Verordnung
2209;Gesetzesvorbehalt
2210;Gesetzesändernde Verordnung
2211;Gesetzgebungsverfahren
2212;Gesetzliche Ausschlussfristen im Arbeitsrecht
2213;Gesetzliche Erbfolge
2214;Gesetzliche Lizenz
2215;Gesetzliche Unfallversicherung in Deutschland
2216;Gesetzlicher Richter
2217;Gesetzlicher Vertreter
2218;Gesetzliches Verbot
2219;Gesetzmäßigkeit der Besteuerung
2220;Gesinnungsstrafrecht
2221;Gestaltungsgeschäft
2222;Gestaltungsklage
2223;Gestaltungsrecht
2224;Gestattungsvertrag
2225;Gesteigerte Unterhaltspflicht
2226;Geständnis
2227;Gestörte Gesamtschuld
2228;Gesundheitliche Notlage internationaler Tragweite
2229;Gesundheitsbudget
2230;Gesundheitsdatenschutz
2231;Gesundheitskarte für Flüchtlinge
2232;Gesundheitsprämie
2233;Gesundheitsreform in Deutschland
2234;Gesundheitsstrukturgesetz
2235;Gesundheitsvorsorge
2236;Getrenntleben
2237;Getränkesteuer
2238;Gewahrsam
2239;Gewahrsamslockerung
2240;Gewalt
2241;Gewalt gegen Polizisten
2242;Gewaltkriminalität
2243;Gewaltschutzgesetz
2244;Gewaltschutzsache
2245;Gewerbe
2246;Gewerbeordnung
2247;Gewerberecht
2248;Gewerbesteuer
2249;Gewerbesteuer-Durchführungsverordnung
2250;Gewerbesteuerumlage
2251;Gewerbeuntersagung
2252;Gewere
2253;Gewinnabführungsvertrag
2254;Gewinnabschöpfung
2255;Gewinnerzielungsabsicht
2256;Gewinngemeinschaftsvertrag
2257;Gewinnzusage
2258;Gewissensfreiheit
2259;Gewohnheits- und Sakralrechtswesen im antiken Rom
2260;Gewährleistung
2261;Gewährleistungsbürgschaft
2262;Gewährleistungsverwaltung
2263;Gewährträgerhaftung
2264;Gezeichnetes Kapital
2265;Gifttiergesetz
2266;Girocard
2267;Glasflaschenverbotsgesetz
2268;Glaubhaftmachung
2269;Glaubwürdigkeit
2270;Gleichberechtigung
2271;Gleichberechtigungsgesetz
2272;Gleichheitssatz
2273;Gleichmäßigkeit der Besteuerung
2274;Gleichstellung mit schwerbehinderten Menschen
2275;Gleitzeit
2276;Globalisierung
2277;Gläubiger
2278;Gläubigerausschuss
2279;Gläubigerbegünstigung
2280;Gläubigerschutz
2281;Gläubigerversammlung
2282;Glücksspiel
2283;GmbH & Co. KG
2284;GmbH & Co. KGaA
2285;GmbH & Still
2286;GmbH-Geschäftsführer-Haftung
2287;Gnade
2288;Gnomon des Idios Logos
2289;Goerdeler-Kommission
2290;Gograf
2291;Gohe
2292;Goldene Regel
2293;Gossenrecht
2294;Gotische Sprache
2295;Grad der Behinderung
2296;Grad der Schädigungsfolgen
2297;Gregor Bachmann
2298;Grenzanlage
2299;Grenze zwischen Indonesien und Osttimor
2300;Grenzerlaubnis
2301;Grenzgängerkarte
2302;Grenzkontrolle
2303;Grenzschutz
2304;Grenzverwirrung
2305;Grenzwand
2306;Grenzübertrittsbescheinigung
2307;Greve
2308;Grievous bodily harm
2309;Grindelhochhaus-Urteil
2310;Großbühne
2311;Große Strafrechtsreform
2312;Große kreisangehörige Stadt
2313;Großer Lauschangriff
2314;Großes Familiengericht
2315;Großzitat
2316;Grundbedürfnis
2317;Grundbuch
2318;Grundbuchamt
2319;Grundbuchberichtigungsanspruch
2320;Grundbuchordnung
2321;Grundbuchprinzipien
2322;Grundbuchrecht
2323;Grundbuchverfügung
2324;Grunddienstbarkeit
2325;Grunderwerb
2326;Grunderwerbsteuer
2327;Grunderwerbsteuergesetz
2328;Grundgesetz für die Bundesrepublik Deutschland
2329;Grundlohn
2330;Grundpfandrecht
2331;Grundpreisverordnung
2332;Grundrecht auf Gewährleistung der Vertraulichkeit und Integrität informationstechnischer Systeme
2333;Grundrechte
2334;Grundrechte des deutschen Volkes
2335;Grundrechtsberechtigung
2336;Grundrechtsfähigkeit
2337;Grundrechtsgleiches Recht
2338;Grundrechtsmündigkeit
2339;Grundrechtsschutz durch Organisation und Verfahren
2340;Grundrechtsverwirkung
2341;Grundsatz der Nichtzurückweisung
2342;Grundsatz der Schadenseinheit
2343;Grundsatz der Waffengleichheit
2344;Grundsatz der Wirkungserstreckung
2345;Grundsatz des sichersten Wegs
2346;Grundsatzentscheidung
2347;Grundschuld
2348;Grundsicherung im Alter und bei Erwerbsminderung
2349;Grundsteuer
2350;Grundsteuergesetz
2351;Grundsteuerwert
2352;Grundstück
2353;Grundstücksgleiches Recht
2354;Grundstückskaufvertrag
2355;Grundstücksteilung
2356;Grundstückstiefe
2357;Grundstücksverkehrsordnung
2358;Grundstückverkehrsgesetz
2359;Grundsätze ordnungsgemäßer Insolvenzverwaltung
2360;Grundsätze ordnungsmäßiger Buchführung
2361;Grundsätze ordnungsmäßiger DV-gestützter Buchführungssysteme
2362;Grundtatbestand
2363;Grundurteil
2364;Grundverhältnis und Betriebsverhältnis
2365;Gruppe der nuklearen Zulieferer
2366;Gruppenrechte
2367;Gruppenvergewaltigung in Delhi 2012
2368;Gründerkrach
2369;Gründung
2370;Grüneberg
2371;Grüneintrag
2372;Guan-Shang-Schule
2373;Gudula Geuther
2374;Guillotine-Klausel
2375;Gulden
2376;Gustav Hugo
2377;Gustav Meyrink
2378;Gut
2379;Gutachten zu den rechtlichen Folgen von Israels Besatzungspolitik
2380;Gutachtenstil
2381;Gutachterausschuss
2382;Gute Dienste
2383;Gute Sitten
2384;Guter Glaube
2385;Gutschein
2386;Gutschrift
2387;Görg Haverkate
2388;Göttliches Recht
2389;Gültigkeit
2390;Günstigerprüfung
2391;Günstigkeitsprinzip
2392;Günter Heine
2393;Güterrecht
2394;Güterrechtsregister
2395;Güterstandsschaukel
2396;Gütertrennung
2397;Gütestelle
2398;Güteverhandlung
2399;HRRS
2400;Haager Akademie für Völkerrecht
2401;Haager Übereinkommen vom 29. Mai 1993 über den Schutz von Kindern und die Zusammenarbeit auf dem Gebiet der internationalen Adoption
2402;Habeas Corpus
2403;Hadrian
2404;Hadrianische Teilung
2405;Hafensicherheitsgesetz
2406;Haft
2407;Haftbefehl
2408;Haftbeschwerde
2409;Hafteinlage
2410;Haftentschädigung
2411;Haftgrund
2412;Haftpflichtgesetz
2413;Haftprüfung
2414;Haftunfähigkeit
2415;Haftung
2416;Haftung des Abschlussprüfers
2417;Haftung kommunaler Mandatsträger
2418;Haftungsbeschränkung
2419;Haftungsklausel
2420;Haftungsprivileg
2421;Halbstrafe
2422;Halbtagsarbeit
2423;Halbteilungsgrundsatz
2424;Haltverbot
2425;Hamburger Brauch
2426;Hamburger Lagerungsbedingungen
2427;Hamburger Modell
2428;Hamburger freundschaftliche Arbitrage
2429;Hamida Djandoubi
2430;Hammerschlags- und Leiterrecht
2431;Handbuch des Römischen Privatrechts
2432;Handelsbuchinstitut
2433;Handelsgeschäft
2434;Handelsgesellschaft
2435;Handelsgesetzbuch
2436;Handelsgewerbe
2437;Handelskauf
2438;Handelsrecht
2439;Handelsregister
2440;Handelsregisterverordnung
2441;Handelsrichter
2442;Handelsvertreter
2443;Handelsvertreterrecht
2444;Handelsüberwachungsstelle
2445;Handlungsformen der Verwaltung
2446;Handlungsfreiheit
2447;Handlungsgehilfe
2448;Handlungslehrling
2449;Handlungsvollmacht
2450;Handlungswille
2451;Handwörterbuch zur deutschen Rechtsgeschichte
2452;Hans Brox
2453;Hans F. Zacher
2454;Hans Joachim Schneider
2455;Hans Maikowski
2456;Hans-Jürgen Papier
2457;Hans-Ullrich Paeffgen
2458;Hanseatisches Oberlandesgericht
2459;Harald Bartl
2460;Harmonisierte Norm
2461;Hasskommentar
2462;Hauptamt
2463;Hauptausschuss
2464;Hauptbeweis
2465;Hauptintervention
2466;Hauptsache
2467;Hauptsacheverfahren
2468;Hauptsatzung
2469;Haupttermin
2470;Hauptverhandlung
2471;Hauptverhandlungshaft
2472;Hauptverhandlungsprotokoll
2473;Hauptverwaltungsbeamter
2474;Hauptzollamt
2475;Haus & Grund
2476;Haus des Jugendrechts
2477;Haus- und Familiendiebstahl
2478;Hausberufung
2479;Hausgewerbetreibender
2480;Hausgruppe
2481;Haushaltsauflösung
2482;Haushaltsbegleitgesetz
2483;Haushaltsführungsschaden
2484;Haushaltsgemeinschaft
2485;Haushaltsplan
2486;Haushaltsunterlage Bau
2487;Haushaltsübliche Menge
2488;Hausnummer
2489;Hausrat
2490;Hausstrom
2491;Haustürgeschäft
2492;Hausverbot
2493;Hausvogt
2494;Havat Gilad
2495;Hehlerei
2496;Heidelberger Appell
2497;Heidi Möller
2498;Heiligenbild
2499;Heiliger Stuhl
2500;Heilmittel-Richtlinien
2501;Heilung
2502;Heilungskosten
2503;Heimarbeit
2504;Heimarbeitsgesetz
2505;Heimatrecht
2506;Heimaufsicht
2507;Heimbürger
2508;Heimfall
2509;Heimkehrerentschädigungsgesetz
2510;Heimtücke
2511;Heimvertrag
2512;Heinrich Honsell
2513;Heinz-Peter Mansel
2514;Heinze-Frauen
2515;Heiratsversicherung
2516;Helge Sodan
2517;Helgoland
2518;Helmut Grothe
2519;Helmut Köhler
2520;Hemmschwellentheorie
2521;Hemmung
2522;Henning von Brüsewitz
2523;Heranwachsender
2524;Herausforderungsformel
2525;Herausgabeanspruch
2526;Hergebrachte Grundsätze des Berufsbeamtentums
2527;Hermann Daubenspeck
2528;Herrenlosigkeit
2529;Herrenreiter-Fall
2530;Herrschaftsrecht
2531;Herrschende Meinung
2532;Herstatt-Bank
2533;Herstellungsklage
2534;Hessische Gemeindeordnung
2535;Hessisches Kinderförderungsgesetz
2536;Hiebwaffe
2537;Hilfe für Gefährdete
2538;Hilfebedürftigkeit
2539;Hilfeplanverfahren
2540;Hilfsantrag
2541;Hilfsgesellschaft
2542;Hilfsmittel
2543;Hilfsmittel-Richtlinie
2544;Hilfsmittelverzeichnis der gesetzlichen Krankenversicherung
2545;Hilfsnorm
2546;Hinterbliebenenleistungen
2547;Hinterbliebener
2548;Hinterlegung
2549;Hinterlegungsordnung
2550;Hinterlieger
2551;Hinweisbeschluss
2552;Hinweisgeberschutzgesetz
2553;Hirntod
2554;Historische Rechtsschule
2555;Hochchinesisch
2556;Hochhausrichtlinie
2557;Hochschullehrer
2558;Hof
2559;Hofgemeinde
2560;Hofmeister
2561;Hofstelle
2562;Hoheit
2563;Hoheitliche Aufgabe
2564;Hoheitsakt
2565;Hoheitsbetrieb
2566;Holzmüller-Doktrin
2567;Homo sacer
2568;Hondafall
2569;Honesta missio
2570;Honestiores
2571;Honorarverteilungsvertrag
2572;Hoover-Stimson-Doktrin
2573;Horizontale Kooperation
2574;Horst Armbrust
2575;Hundeführerschein
2576;Hundertwasserentscheidung
2577;Hundeverbringungs- und -einfuhrbeschränkungsgesetz
2578;Huntare
2579;Hypertextkommentar zum Ausländerrecht
2580;Hypnose
2581;Hypotax
2582;Hypothek
2583;Häftlingshilfegesetz
2584;Hängebeschluss
2585;Härtefall
2586;Härtefallkommission
2587;Häusliches Arbeitszimmer
2588;Höchstbetragsbürgschaft
2589;Höchstpersönliches Recht
2590;Höchstüberlassungsdauer
2591;Höfeordnung
2592;Höhere Gewalt
2593;Höherer Dienst an wissenschaftlichen Bibliotheken des Bundes
2594;Hütchenspiel
2595;IKEA-Klausel
2596;INVEP
2597;Ich-AG
2598;Identitätsfeststellung
2599;Ignoranz
2600;Illegale Einreise
2601;Illizit
2602;Immaterieller Schaden
2603;Immaterieller Vermögensgegenstand
2604;Immobiliar-Verbraucherdarlehensvertrag
2605;Immobiliarmiete
2606;Immobiliennachweis
2607;Immutabilitätsprinzip
2608;Imperativentheorie
2609;Imperium
2610;Implied-Powers-Doktrin
2611;Imponderabilien
2612;Impossibilium nulla est obligatio
2613;Impunität
2614;In dubio mitius
2615;In dubio pro duriore
2616;In flagranti
2617;In iure cessio
2618;In-Camera-Verfahren
2619;Indexmiete
2620;Individualbeschwerde
2621;Individualrecht
2622;Individualvereinbarung
2623;Individuelle Altersrückstellungen
2624;Individuelle regelmäßige wöchentliche Arbeitszeit
2625;Individuum
2626;Indizienprozess
2627;Indogermanische Sprachen
2628;Indogermanische Ursprache
2629;Indonesische Sprache
2630;Indulgenz
2631;Industrielle Hauptgruppen
2632;Infektionsschutzgesetz
2633;InfoCuria
2634;Informationelle Selbstbestimmung
2635;Informationen zum Arbeitslosenrecht und Sozialhilferecht
2636;Informationen zur politischen Bildung
2637;Informationsbrief Ausländerrecht
2638;Informationsfreiheitsgesetz
2639;Informatorische Befragung
2640;Ingerenz
2641;Ingerenzpflicht
2642;Ingrid Visser
2643;Inhaber
2644;Inhaberschuldverschreibung
2645;Inhaltsirrtum
2646;Inhaltsmitteilung
2647;Inhibitorium
2648;Iniuria
2649;Inkasso
2650;Inkassounternehmen
2651;Inkassovollmacht
2652;Inklusionsbeirat
2653;Inklusionsvereinbarung
2654;Inklusiver Arbeitsmarkt
2655;Inkongruenz
2656;Inländerdiskriminierung
2657;Innengesellschaft
2658;Innergemeinschaftliche Leistung
2659;Innergemeinschaftliche Lieferung
2660;Innergemeinschaftlicher Erwerb
2661;Innocence Project Deutschland
2662;Inquisitionsverfahren
2663;Inschriften am Obersten Gericht
2664;Insichbeurlaubung
2665;Insichgeschäft
2666;Insinuation
2667;Insolvenz
2668;Insolvenzanfechtung
2669;Insolvenzgeld
2670;Insolvenzgericht
2671;Insolvenzgläubiger
2672;Insolvenzgrund
2673;Insolvenzmasse
2674;Insolvenzordnung
2675;Insolvenzplan
2676;Insolvenzprognoseverfahren
2677;Insolvenzquote
2678;Insolvenzrecht
2679;Insolvenzreife
2680;Insolvenzrisiko
2681;Insolvenzstraftaten
2682;Insolvenztabelle
2683;Insolvenzunfähigkeit
2684;Insolvenzvergleich
2685;Insolvenzverschleppung
2686;Insolvenzverwalter
2687;Insolvenzverwaltervergütung
2688;Institut Finanzen und Steuern
2689;Institut des Bewertungsausschusses
2690;Institut für Arbeits- und Wirtschaftsrecht der Universität zu Köln
2691;Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht
2692;Institut für Luftrecht, Weltraumrecht und Cyberrecht der Universität zu Köln
2693;Institut für Qualitätssicherung und Transparenz im Gesundheitswesen
2694;Institut für Rechts- und Kriminalsoziologie
2695;Institut für Völkerrecht und Europarecht
2696;Institut für internationale Angelegenheiten
2697;Institutionensystem
2698;Institutiones Gai
2699;Integrationsamt
2700;Integrationsbeirat
2701;Integrationsfachdienst
2702;Integrationsgesetz
2703;Integrationskurs
2704;Integrationskursverordnung
2705;Integritätsinteresse
2706;Intelligente Energie Europa
2707;Intensivpflege- und Rehabilitationsstärkungsgesetz
2708;Intensivtäter
2709;Inter arma enim silent leges
2710;Inter partes und inter omnes
2711;Interdikt
2712;Interdisziplinäres Zentrum für Ethik an der Europa-Universität Viadrina
2713;Interesse
2714;Interessenjurisprudenz
2715;Interessentheorie
2716;Interessenverband Unterhalt und Familienrecht
2717;Intergouvernementalismus
2718;Interjektion
2719;Interministerieller Ausschuß für Ost-West-Filmfragen
2720;International Commission on Intervention and State Sovereignty
2721;International Institute for the Sociology of Law
2722;International Maritime Prize
2723;International Movement Against all forms of Discrimination and Racism
2724;International Roman Law Moot Court
2725;Internationale Akademie Nürnberger Prinzipien
2726;Internationale Anerkennung Israels
2727;Internationale Anerkennung der Demokratischen Arabischen Republik Sahara
2728;Internationale Anerkennung des Kosovo
2729;Internationale Anerkennung des Staates Palästina
2730;Internationale Anerkennung des Südsudan
2731;Internationale Juristenkommission
2732;Internationale Kommission für Schadenersatz für die Ukraine
2733;Internationale Organisation
2734;Internationale Standardnummer für fortlaufende Sammelwerke
2735;Internationale Vereinigung für Rechts- und Sozialphilosophie
2736;Internationale Vereinigung für Rechts- und Sozialphilosophie, Deutsche Sektion
2737;Internationale Zentralstelle für Kriegsgefangene
2738;Internationaler Pakt über bürgerliche und politische Rechte
2739;Internationales Dienstrecht
2740;Internationales Familienrechtsverfahrensgesetz
2741;Internationales Institut für humanitäres Recht
2742;Internationales Privatrecht
2743;Internationales Urheberrecht
2744;Internationales Wirtschaftsrecht
2745;Internationales Übereinkommen zur Beseitigung jeder Form von Rassendiskriminierung
2746;Internet Archive
2747;Internetnutzung am Arbeitsplatz
2748;Interventionsverbot
2749;Interzession
2750;Intimsphäre
2751;Invalidenrente nach DDR-Recht
2752;Inverkehrbringen von Produkten
2753;Inversionsmethode
2754;Investigativer Journalismus
2755;Investmentgesetz
2756;Investmentsteuergesetz
2757;Investor-state dispute settlement
2758;Involuntary manslaughter
2759;Inzidentprüfung
2760;Iran
2761;Irreführende Werbung
2762;Irrtum
2763;Irving Saraf
2764;Isländische Sprache
2765;Israel-Mission
2766;Italienische Sprache
2767;Iudex
2768;Iudex, qui litem suam fecit
2769;Iura praediorum
2770;Iura singulorum
2771;Ius Archivi
2772;Ius Italicum
2773;Ius agendi cum senatu
2774;Ius auxilii
2775;Ius civile
2776;Ius cogens
2777;Ius edicendi
2778;Ius gentium
2779;Ius gladii
2780;Ius honorarium
2781;Ius papirianum
2782;Ius postliminii
2783;Ius prensionis
2784;Ius prohibendi
2785;Ius publicum
2786;Ius respondendi
2787;Ius scriptum
2788;Ius strictum
2789;Ius variandi
2790;Jacob Grimm
2791;Jacob Venedey
2792;Jagdsteuer
2793;Jahrbuch Öffentliche Sicherheit
2794;Jahresarbeitsentgeltgrenze
2795;Jahressteuer
2796;Jahresurlaub
2797;Jakob-Kaiser-Haus
2798;Jamaika
2799;James Coyle
2800;James Earl Chaney
2801;James Fitzjames Stephen
2802;Jan van Eyck
2803;Japanische Sprache
