ID;Begriff
1004;Bundeszentralregister
1005;Bundeszwang
1006;Byzantinischer Senat
1007;Böckenförde-Diktum
1008;Bördevogt
1009;Börsengeschäftsführung
1010;Börsenkurs
1011;Börsenordnung
1012;Böswillige Schenkung
1013;Bündnisfall
1014;Bürgeramt
1015;Bürgerarbeit
1016;Bürgerbeteiligung
1017;Bürgerentlastungsgesetz Krankenversicherung
1018;Bürgergeld-Verordnung
1019;Bürgerlicher Tod
1020;Bürgerliches Gesetzbuch
1021;Bürgermeister
1022;Bürgeropfer
1023;Bürgerrecht
1024;Bürgerrechtler
1025;Bürgervorsteher
1026;Bürgervorsteherkollegium
1027;Bürgschaft
1028;Bürgschaft auf erstes Anfordern
1029;Büro der Vereinten Nationen für Drogen- und Verbrechensbekämpfung
1030;CEO Fraud
1031;Caesarmörder
1032;Caller ID Spoofing
1033;Calvo-Doktrin
1034;Camilo Catrillanca
1035;Capitis deminutio
1036;Carcer Tullianus
1037;Carl Friedrich Graumann
1038;Caroline-Kriterien
1039;Caroline-von-Monaco-Urteil I
1040;Caroline-von-Monaco-Urteil II
1041;Causa
1042;Causa Golowatow
1043;Cause lawyering
1044;Caveat emptor
1045;Celalettin Kesim
1046;Cellarius
1047;Centenarius
1048;Centumviri
1049;Certiorari
1050;Cessio bonorum
1051;Chancenbericht
1052;Chancenmanagement
1053;Charakterliche Eignung
1054;Charta der Digitalen Grundrechte der Europäischen Union
1055;Charta der Grundrechte der Europäischen Union
1056;Charta der europäischen Berggebiete
1057;Charta von Riga
1058;Charter
1059;Check- und Kreditkartenmissbrauch
1060;Chichele-Lehrstuhl für Völkerrecht
1061;Chief Compliance Officer
1062;Christian Baldus
1063;Citatio
1064;Civis romanus sum
1065;Classics of International Law
1066;Claus-Wilhelm Canaris
1067;Clausula rebus sic stantibus
1068;Clean slate rule
1069;Clementia Caesaris
1070;Client-Side-Scanning
1071;Closed Shop
1072;Co op AG
1073;Cochemer Modell
1074;Code civil
1075;Code pénal
1076;Codex Hammurapi
1077;Codex Iuris Bavarici Criminalis
1078;Cognitor
1079;Collectio Avellana
1080;Collegium
1081;Columna Maenia
1082;Comisión México-Británica de Reclamaciones
1083;Comitas gentium
1084;Comitia
1085;Commentaire d’arrêt
1086;Committee of Legal Advisers on Public International Law
1087;Common Law
1088;Commonwealth Realm
1089;Compagnie
1090;Computerbetrug
1091;Condictio
1092;Condictio certae pecuniae
1093;Condictio certae rei
1094;Condictio ex lege
1095;Condictio furtiva
1096;Condictio generalis
1097;Condictio incerti
1098;Condictio triticaria
1099;Confarreatio
1100;Connally-Vorbehalt
1101;Conrad Murray
1102;Consecratio bonorum
1103;Consent Management Platform
1104;Consideration
1105;Consilium principis
1106;Consortium ercto non cito
1107;Constitutio Antoniniana
1108;Constitutio Criminalis Carolina
1109;Constitutio Omnem
1110;Contio
1111;Contra legem
1112;Corporate Compliance Zeitschrift
1113;Corpus iuris civilis
1114;Corpus separatum
1115;Courtoisie
1116;Crimen
1117;Crimen incesti
1118;Critical Race Theory
1119;Critical legal studies
1120;Cui bono
1121;Culpa in contrahendo
1122;Culpa in procedendo
1123;Culpa post contractum finitum
1124;Cunctos populos
1125;DBA Deutschland-Schweiz Erbschaftsteuer
1126;DDR-Rentenaltlasten
1127;DNA-Identitätsfeststellungsgesetz
1128;DNA-Reihenuntersuchung
1129;Da mihi factum, dabo tibi ius
1130;Damnatio ad bestias
1131;Damnatio ad ferrum
1132;Damnatio memoriae
1133;Dardanariat
1134;Darlegungslast
1135;Darlehen
1136;Das Grundeigentum
1137;Das Jugendamt
1138;Das juristische Büro
1139;Daseinsvorsorge
1140;Data Retention and Investigatory Powers Act 2014
1141;Datenbankwerk
1142;Datenschutz
1143;Datenschutzbeauftragter
1144;Datenschutzmanagement
1145;Datenschutzrecht
1146;Datenspende
1147;Daueraufenthaltskarte
1148;Dauernde Neutralität
1149;Dauerparker
1150;Dauerschuldverhältnis
1151;Dave Laut
1152;David Buss
1153;De-minimis-Beihilfe
1154;Decemviri stlitibus iudicandis
1155;Deckungskauf
1156;Decretum Gratiani
1157;Deditio
1158;Defensionspflicht
1159;Definitivsteuer
1160;Degradierung
1161;Degression
1162;Deichselrecht
1163;Dejure.org
1164;Deklaratorisch
1165;Dekret des russischen Präsidenten vom 6. November 1991
1166;Delator
1167;Delegatio
1168;Deliberation
1169;Delikt
1170;Deliktsfähigkeit
1171;Deliktsrecht
1172;Demarkation
1173;Demokratie
1174;Deportatio
1175;Deportation
1176;Depositar
1177;Depositum
1178;Depotübertrag
1179;Deprivation
1180;Der Arbeits-Rechts-Berater
1181;Der Beauftragte der Bundesregierung für die Belange der Patientinnen und Patienten
1182;Der Miet-Rechts-Berater
1183;Dereliktion
1184;Derivativer Eigentumserwerb
1185;Derogation
1186;Destinationsmanagementorganisation
1187;Detlef Merten
1188;Deutsch-Test für Zuwanderer
1189;Deutsch-britisches Flottenabkommen
1190;Deutsche Bundesbank
1191;Deutsche Gesellschaft für Erbrechtskunde
1192;Deutsche Gesellschaft für Internationales Recht
1193;Deutsche Gesellschaft für Prävention und Intervention bei Kindesmisshandlung und -vernachlässigung
1194;Deutsche Gesellschaft für Wehrrecht und Humanitäres Völkerrecht
1195;Deutsche Initiative für Netzwerkinformation
1196;Deutsche Nationalbibliothek
1197;Deutsche Reichsgründung
1198;Deutsche Rentenversicherung
1199;Deutsche Reparationen nach dem Zweiten Weltkrieg
1200;Deutsche Sprache
1201;Deutsche Staatsangehörigkeit
1202;Deutsche Steuerjuristische Gesellschaft
1203;Deutsche Vereinigung für Erbrecht und Vermögensnachfolge
1204;Deutsche Vereinigung für Internationales Recht
1205;Deutsche Vereinigung für Jugendgerichte und Jugendgerichtshilfen
1206;Deutsche Zwangsanleihe in Griechenland
1207;Deutscher Baugerichtstag
1208;Deutscher Bundestag
1209;Deutscher Ethikrat
1210;Deutscher Familiengerichtstag
1211;Deutscher Mietgerichtstag
1212;Deutscher Sozialgerichtstag
1213;Deutscher Steuerberaterverband
1214;Deutsches Beamtengesetz
1215;Deutsches Eherecht im Zweiten Weltkrieg
1216;Deutsches Forum für Erbrecht
1217;Deutsches Kaiserreich
1218;Deutsches Recht
1219;Deutsches Reich
1220;Deutsches Steuerzahlerinstitut
1221;Deutsches Wörterbuch
1222;Devisenstelle
1223;Dezernent
1224;Dezisionismus
1225;Die Sozialgerichtsbarkeit
1226;Die Werthlosigkeit der Jurisprudenz als Wissenschaft
1227;Die Zeit
1228;Diebstahl
1229;"Diebstahl mit Waffen; Bandendiebstahl; Wohnungseinbruchdiebstahl"
1230;Diedenhofener Kapitular
1231;Dienstalter
1232;Dienstaltersliste
1233;Dienstalterslisten der SS
1234;Dienstanweisung
1235;Dienstbarkeit
1236;Dienstbehörde
1237;Dienstbeschädigungsausgleichsgesetz
1238;Dienstenthebung
1239;Dienstherr
1240;Dienstjubiläumsverordnung
1241;Dienstleistung
1242;Dienstleistungsfreiheit
1243;Dienstliche Beurteilung
1244;Dienstlicher Verweis
1245;Dienstordnung
1246;Dienstpass
1247;Dienstplan
1248;Dienstunfall
1249;Dienstunfähigkeit
1250;Dienstverhältnis
1251;Dienstvertrag
1252;Dienstweg
1253;Dies fastus
1254;Dies nefastus
1255;Dieter Medicus
1256;Differenzhypothese
1257;Digest of International Law
1258;Digital Object Identifier
1259;Digitale Personalakte
1260;Digitale Unversehrtheit
1261;Digitale-Dienste-Gesetz
1262;Digitaler Nachlass
1263;Digitaler Verwaltungsakt
1264;Digitalisierung des Steuerverfahrens
1265;Dikaiosyne
1266;Dike
1267;Dilatorisch
1268;Dilatorische Einrede
1269;Diligentia quam in suis
1270;Dingliche Einigung
1271;Dingliche Haftung
1272;Dinglicher Arrest
1273;Dinglicher Zins
1274;Dingliches Recht
1275;Diplomatenstatus
1276;Diplomatic Clearance
1277;Diplomatie
1278;Direktzusage
1279;Dirne
1280;Dismembration
1281;Dispacheur
1282;Dispens
1283;Dispositionsmaxime
1284;Disputationes
1285;Distributionspolitik
1286;Disziplinarmaßnahme
1287;Disziplinarrecht
1288;Disziplinarstrafe
1289;Disziplinarverfahren
1290;Disziplinarvorgesetzter
1291;Diversion
1292;Diya
1293;Diätar
1294;Dogmatik
1295;Dokumentationspflichtverletzung
1296;Dolo agit
1297;Domänenfrage
1298;Doping
1299;Doppelehe Philipps von Hessen
1300;Doppelfunktionale Maßnahme
1301;Doppelseitige Treuhand
1302;Doppelspitze
1303;Doppelstimmrecht
1304;Dotalsystem
1305;Drei-Elemente-Lehre
1306;Dreikindrecht
1307;Dreistufentheorie
1308;Dreißigster
1309;Dringlichkeit
1310;Drittanfechtungsklage
1311;Dritter
1312;Drittschuldner
1313;Drittschuldnererklärung
1314;Drittstaat
1315;Drittstaatsangehöriger
1316;Drittunterwerfung
1317;Drittwiderspruchsklage
1318;Drohung
1319;Droit de non-paternité
1320;Drost
1321;Druckzuschlag
1322;Drückerkolonne
1323;Dualismus
1324;Dualistisches System
1325;Dulde und liquidiere
1326;Duldung
1327;Duldungsvollmacht
1328;Dunkelziffer
1329;Durchführungsbestimmung
1330;Durchführungsgesellschaft
1331;Durchgriffshaftung
1332;Durchlieferung
1333;Durchsicht von Papieren
1334;Durchsuchung
1335;Dzodzi-Entscheidung
1336;Dänische Sprache
1337;Dürftigkeitseinrede
1338;E-Mail
1339;E-Whoring
1340;EU-Flugsicherheitsliste
1341;Eberhard Schmidt
1342;Eddie Hassell
1343;Edictum perpetuum
1344;Edikt
1345;Edikt des Gaius Avidius Heliodorus
1346;Edikt des Tiberius Iulius Alexander
1347;Ediktalzitation
1348;Edith Thompson
1349;Editionspflicht
1350;Edukationseffekt
1351;Effektiver Rechtsschutz
1352;Effet utile
1353;Egart
1354;Egozentrik
1355;Ehaft
1356;Ehe
1357;Ehe im Römischen Reich
1358;Ehefähigkeit
1359;Ehefähigkeitszeugnis
1360;Ehegattenbürgschaft
1361;Ehegattenvertretungsrecht
1362;Ehelicher Beischlaf
1363;Ehelichkeitserklärung
1364;Ehemalige Bulgarische Westgebiete
1365;Eherecht
1366;Ehesache
1367;Ehescheidung
1368;Eheurkunde
1369;Eheverbot
1370;Ehevertrag
1371;Eheähnliche Gemeinschaft
1372;Ehre
1373;Ehrenamtsstärkungsgesetz
1374;Ehrenbürger
1375;Ehrenschutz
1376;Eichel-Rente
1377;Eidgenössische Volksinitiative «Für die Stärkung der Volksrechte in der Aussenpolitik (Staatsverträge vors Volk!)»
1378;Eidgenössische Volksinitiative «Schweizer Recht statt fremde Richter (Selbstbestimmungsinitiative)»
1379;Eigenantrag
1380;Eigenbedarf
1381;Eigener Wirkungskreis
1382;Eigenheimzulage
1383;Eigenkapitalersetzendes Darlehen
1384;Eigenschaftsirrtum
1385;Eigentum
1386;Eigentumsgrenze
1387;Eigentumsorientierte Wohnungsbaugenossenschaft
1388;Eigentumssicherung
1389;Eigentumsstörung
1390;Eigentumstheorien
1391;Eigentumsvermutung
1392;Eigentumsvorbehalt
1393;Eigentümer-Besitzer-Verhältnis
1394;Eigentümergrundschuld
1395;Eigenverwaltung
1396;Eilzuständigkeit
1397;Ein-China-Politik
1398;Einbehalt
1399;Einbringung
1400;Einbringungsgeborener Anteil
1401;Einfache Klausel
1402;Einfügungsgebot
1403;Einführungsgesetz zum Bürgerlichen Gesetzbuche
1404;Einführungsgesetz zur Strafprozessordnung
1405;Eingangsamt
1406;Eingehungsbetrug
1407;Eingemeindung
1408;Eingeschränkte Alltagskompetenz
1409;Eingetragener Kaufmann
1410;Eingliederungsvereinbarung
1411;Eingliederungsvertrag
1412;Eingriff
1413;Eingriffsermächtigung
1414;Eingriffshaftung
1415;Eingriffsrecht
1416;Eingriffsverwaltung
1417;Einheimischenmodell
1418;Einheit der Rechtsordnung
1419;Einheitlicher Bewertungsmaßstab
1420;Einheitsbedingungen im Deutschen Getreidehandel
1421;Einheitspreis
1422;Einheitsstrafe
1423;Einheitswert
1424;Einigung
1425;Einkommensgrenze
1426;Einkommensteuer
1427;Einlage
1428;Einmalvalutierungserklärung
1429;Einrede
1430;Einrichtungsgarantie
1431;Einsatz-Weiterverwendungsgesetz
1432;Einsatzgemeinschaft
1433;Einsatzversorgungsgesetz
1434;Einsatzwechseltätigkeit
1435;Einstellung
1436;Einstellung des Insolvenzverfahrens
1437;Einstellung des Strafverfahrens
1438;Einstiegsgeld
1439;Einstimmigkeitsprinzip
1440;Einstweiliger Ruhestand
1441;Eintragung
1442;Eintrittskarte
1443;Einvernehmen
1444;Einvernehmliche Scheidung
1445;Einwendung
1446;Einwilligung
1447;Einwilligungsfähigkeit
1448;Einwohner
1449;Einzelfallentscheidung
1450;Einzelgeschäftsführungsbefugnis
1451;Einzelhaft
1452;Einzelunternehmen
1453;Einziehung
1454;Eisenbahnkreuzungsgesetz
1455;Elektrische Energie
1456;Elektronische Form
1457;Elektronische Gesundheitskarte
1458;Elektronische Signatur
1459;Elektronischer Aufenthaltstitel
1460;Elektronischer Rechtsverkehr
1461;Elementenfeststellung
1462;Elster
1463;Elterngeld
1464;Elternunterhalt
1465;Elternwille
1466;Elvira Berndorff
1467;Emanuel V. Towfigh
1468;Embargo
1469;Emil Minlos
1470;Empfängnis
1471;Empfängniszeit
1472;Enchiridion des Pomponius
1473;Endbenutzer-Lizenzvertrag
1474;Endrenovierungsklausel
1475;Endurteil
1476;Energieausweis
1477;Energieeinsparungsgesetz
1478;Energieeinsparverordnung
1479;Energiepreispauschale
1480;Energiesteuergesetz
1481;Energieunion
1482;England
1483;Englische Sprache
1484;Enkeltrick
1485;Enteignender Eingriff
1486;Enteignung
1487;Enteignungsgleicher Eingriff
1488;Entgangener Gewinn
1489;Entgelt
1490;Entgeltbescheinigungsverordnung
1491;Entgeltersatzleistung
1492;Entgeltpunkte
1493;Entgelttransparenzgesetz
1494;Entgeltumwandlung
1495;Entkonkretisierung
1496;Entmilitarisierte Zone
1497;Entmündigung
1498;Entnahme
1499;Entscheidung nach Aktenlage
1500;Entscheidung zum Rechtsnormcharakter des Gleichberechtigungssatzes
1501;Entscheidungen der Finanzgerichte
1502;Entscheidungen der Oberverwaltungsgerichte
1503;Entscheidungen des Bundesarbeitsgerichts
1504;Entscheidungen des Bundesfinanzhofs
1505;Entscheidungen des Bundesgerichtshofes in Zivilsachen
1506;Entscheidungen des Bundessozialgerichts
1507;Entscheidungen des Bundesverwaltungsgerichts
1508;Entscheidungen des Oberverwaltungsgerichts Berlin-Brandenburg
1509;Entschädigung
1510;Entsendung
1511;Entstellung
1512;Entwurfsverfasser
1513;Enumerationsprinzip
1514;Epidemische Lage von nationaler Tragweite
1515;Epikie
1516;Epistulae
1517;Epitome Aegidii
1518;Epitome Guelferbitana
1519;Epitome Parisina
1520;Epitome monachi
1521;Equal Pay in der Zeitarbeit
1522;Erbausschlagung
1523;Erbbaurecht
1524;Erbbaurechtsgesetz
1525;Erbbauzins
1526;Erbe
1527;Erbeinung
1528;Erbenermittlung
1529;Erbengemeinschaft
1530;Erbfall
1531;Erbfallschulden
1532;Erbfolge
1533;Erbfähigkeit
1534;Erblasserschulden
1535;Erbpacht
1536;Erbrecht
1537;Erbrechtsgleichstellungsgesetz
1538;Erbschaft
1539;Erbschaftsbesitzer
1540;Erbschaftskauf
1541;Erbschaftssteuer
1542;Erbschaftsvertrag
1543;Erbschein
1544;Erbschleicher
1545;Erbteilsübertragung
1546;Erbunwürdigkeit
1547;Erbvertrag
1548;Erbverzicht
1549;Erbzins
1550;Erd-Charta
1551;Erfinderehre
1552;Erfolgshaftung
1553;Erfolgsort
1554;Erfolgsqualifikation
1555;Erforderlichkeit
1556;Erfurt
1557;Erfüllung
1558;Erfüllungsbetrug
1559;Erfüllungsbürgschaft
1560;Erfüllungsinteresse
1561;Erfüllungsschaden
1562;Erfüllungsübernahme
1563;Ergänzungspflegschaft
1564;Ergänzungssteuergesetz
1565;Erhaltungsaufwand
1566;Erhaltungssatzung
1567;Erich Maria Remarque
1568;Erinnerung
1569;Erkennungsdienst
1570;Erkennungszeuge
1571;Erklärung
1572;Erklärung der Menschen- und Bürgerrechte
1573;Erklärungsbewusstsein
1574;Erklärungsirrtum
1575;Erklärungsprinzip
1576;Erlass
1577;Erlaubnis
1578;Erlaubnis zum Daueraufenthalt-EU
1579;Erledigungserklärung
1580;Ermahnung
1581;Ermessen
1582;Ermittlungsakte
1583;Ermittlungserzwingungsverfahren
1584;Ermittlungsperson der Staatsanwaltschaft
1585;Ermittlungsrichter
1586;Ermittlungsverfahren
1587;Ermächtigungsdelikt
1588;Ernennung
1589;Ernennungsurkunde
1590;Ernst Zitelmann
1591;Erpresserischer Menschenraub
1592;Erpressung
1593;Erreichbarkeits-Verordnung
1594;Erreichbarkeitsanordnung
1595;Errungenschaftsgemeinschaft
1596;Ersatzerbe
1597;Ersatzfreiheitsstrafe
1598;Ersatzvornahme
1599;Erschleichen von Leistungen
1600;Erschleichung
1601;Erschließung
1602;Erschließungsbeitrag
1603;Erschöpfungsgrundsatz
1604;Ersitzung
1605;Erstaufnahmeeinrichtung
1606;Erster Kreisbeigeordneter
1607;Erstes Buch Sozialgesetzbuch
1608;Erstes Gesetz zur Reform des Ehe- und Familienrechts
1609;Erstes Strafrechtsreformgesetz
1610;Erstunterweisung
1611;Erwachsenenschutzrecht
1612;Erwachsenenstrafrecht
1613;Erweiterter Verfall
1614;Erweitertes Splitting
1615;Erwerb gerade durch Nichtberechtigung
1616;Erwerb vom Nichtberechtigten
1617;Erwerbermodell
1618;Erwerbsersatzeinkommen
1619;Erwerbsfähigkeit
1620;Erwirkungshandlung
1621;Erziehung
1622;Erziehungsmaßregel
1623;Erziehungsregister
1624;Erziehungsurlaub
1625;Eröffnungsbeschluss
1626;Eröffnungsgrund
1627;Erörterungstermin
1628;Escroquerie
1629;Essentialia negotii
1630;Estland
1631;Estoppel
1632;Estrada-Doktrin
1633;Ethnische Säuberung
1634;Eurojust
1635;Europakammer
1636;Europarat
1637;Europarecht
1638;Europarechtsanpassungsgesetz Bau
1639;European Citizen’s Initiative Stop Extremism
1640;European Journal of International Law
1641;European Law Reporter
1642;European State Aid Law Quarterly
1643;Europäische Bürgerinitiative
1644;Europäische Charta für Forscher
1645;Europäische Ermittlungsanordnung
1646;Europäische Herausgabeanordnung
1647;Europäische Kommission gegen Rassismus und Intoleranz
1648;Europäische Menschenrechtskonvention
1649;Europäische Patentorganisation
1650;Europäische Union
1651;Europäische Zivilluftfahrt-Konferenz
1652;Europäischer Betriebsrat
1653;Europäischer Binnenmarkt
1654;Europäischer Bürgerbeauftragter
1655;Europäischer Gerichtshof
1656;Europäischer Haftbefehl
1657;Europäischer Haftbefehl II
1658;Europäischer Meeres-, Fischerei- und Aquakulturfonds
1659;Europäisches Schuldvertragsübereinkommen
1660;Europäisches Steuerrecht
1661;Europäisches Verbraucherzentrum
1662;Europäisches Verbraucherzentrum Österreich
1663;Europäisches Übereinkommen zum Schutz des archäologischen Erbes
1664;Europäisches Übereinkommen über die Anerkennung der Rechtspersönlichkeit internationaler nichtstaatlicher Organisationen
1665;Europäisches Übereinkommen über die Rechtsstellung der Wanderarbeitnehmer
1666;Eventualmaxime
1667;Eventualvorsatz
1668;Evidenzzentrale
1669;Eviktion
1670;Evocatio
1671;Evokationsrecht
1672;Ewigkeitsklausel
1673;Ex nunc
1674;Ex tunc
1675;Exceptio
1676;Exceptio doli
1677;Exceptio doli praesentis
1678;Exceptio doli praeteritis
1679;Exceptio metus
1680;Exceptio non numeratae pecuniae
1681;Exceptio rei venditae et traditae
1682;Exekutive
1683;Exekutive Rechtsnorm
1684;Exequaturverfahren
1685;Exhumierung
1686;Existenzminimum
1687;Existenzrecht Israels
1688;Existenzsicherung
1689;Existenzvernichtungshaftung
1690;Exit-Scam
1691;Exkulpation
1692;Exodus
1693;Exorecht
1694;Exorzismus
1695;Expertenkommission zur Zukunft der Behörde des BStU
1696;Exterritoriale Organisationen und Körperschaften
1697;Exterritorialität
1698;Extralegale Hinrichtung
1699;Extraterritoriale Staatenpflichten
1700;Eygenlandrecht
1701;Fachanwalt für Arbeitsrecht
1702;Fachanwalt für Erbrecht
1703;Fachanwalt für Familienrecht
1704;Fachanwalt für Handels- und Gesellschaftsrecht
1705;Fachanwalt für Insolvenzrecht
1706;Fachanwalt für Miet- und Wohnungseigentumsrecht
1707;Fachanwalt für Migrationsrecht
1708;Fachanwalt für Sozialrecht
1709;Fachanwalt für Steuerrecht
1710;Fachanwalt für Urheber- und Medienrecht
1711;Fachaufsichtsbeschwerde
1712;Fachausschuss Humanitäres Völkerrecht
1713;Fachberater für Internationales Steuerrecht
1714;Fachinstitut der Steuerberater
1715;Fachkräfteeinwanderungsgesetz
1716;Fachvorgesetzter
1717;Fahrlässige Tötung
1718;Fahrlässigkeit
1719;Fahrnisgemeinschaft
1720;Fahrnisvollstreckung
1721;Fahrpersonalverordnung
1722;Fahrraddiebstahl
1723;Fahrradgate
1724;Fahrverbot
1725;Faktischer Geschäftsführer
1726;Faktischer Inländer
1727;Fall Görgülü
1728;Fall Mehmet
1729;Fall Ziethen
1730;Fallbeileffekt
1731;Fallrecht
1732;Falsa demonstratio non nocet
1733;Falschbeurkundung im Amt
1734;Falschgeld
1735;Falschlieferung
1736;Falsus procurator
1737;Familie
1738;Familie Partnerschaft Recht
1739;Familie und Recht
1740;Familienfideikommiss
1741;Familiengericht
1742;Familiengesetzbuch
1743;Familienkasse Bayern Süd
1744;Familienrecht
1745;Familienrecht kompakt
1746;Familiensache
1747;Familienversicherung
1748;Familienzusammenführung
1749;Fax
1750;Fehlbelegung
1751;Fehlbelegungsabgabe
1752;Fehlerhafte Gesellschaft
1753;Fehlerkalkül
1754;Feindstrafrecht
1755;Ferienwohnrecht
1756;Fernabsatzgesetz
1757;Fernabsatzrecht
1758;Fernabsatzvertrag
1759;Fernkommunikationsmittel
1760;Fernmeldegeheimnis
1761;Festbetrag
1762;Festnahme
1763;Festpreis
1764;Festsetzungsverjährung
1765;Feststellungsinteresse
1766;Feststellungsklage
1767;Feststellungsvertrag
1768;Feuerschutzsteuergesetz
1769;Feuerwehr
1770;Feuerwehrzufahrt
1771;Fiduziarität
1772;Fiktion
1773;Fiktionsbescheinigung
1774;Fiktiver Verwaltungsakt
1775;Finaler Rettungsschuss
1776;Finanzausschuss
1777;Finanzbehörde
1778;Finanzgericht
1779;Finanzgerichtsordnung
1780;Finanzierungskosten
1781;Finanzinstrument für die Ausrichtung der Fischerei
1782;Finanzkontrakt
1783;Finanzkraft
1784;Finanzmakler
1785;Finanzprodukt
1786;Finanzrechnung
1787;Finanzsicherheiten
1788;Finanzverfassungsrecht
1789;Finanzverwaltung
1790;Finanzwesen
1791;Finderlohn
1792;Finnlandisierung
1793;Fiqh
1794;Firma
1795;Firmenausschließlichkeit
1796;Firmenbestattung
1797;Fischereisteuer
1798;Fiscus Judaicus
1799;Fiskalgeltung der Grundrechte
1800;Fiskalisches Hilfsgeschäft
1801;Fixkauf
1802;Floatender Punktwert
1803;Florian T. Furtak
1804;Fluchtgefahr
1805;Fluggastdatengesetz
1806;Flugreisefall
1807;Flugverbotszone
1808;Flurbereinigungsbeschluss
1809;Flächennutzungsplan
1810;Flämisches Recht
1811;Flüchtiger
1812;Flüchtlingsaufnahmegesetz
1813;Flüchtlingsausweis
1814;Flüchtlingseigenschaft
1815;Flüchtlingsunterkunft
1816;Foedus
1817;Folgenbeseitigungsanspruch
1818;Forderung
1819;Forderungsabrechnung
1820;Forderungsverlust
1821;Forderungsübergang
1822;Form
1823;Formelles Recht
1824;Formularprozess
1825;Formwechsel
1826;Forschungsbericht
1827;Forschungsfreiheit
1828;Forschungszulagengesetz
1829;Forstreferendariat
1830;Fortgesetzte Gütergemeinschaft
1831;Fortsetzerstaat
1832;Fortsetzungsfeststellungsklage
1833;Fortsetzungsklausel
1834;Frachtgeschäft
1835;Frankfurter Nationalversammlung
1836;Frankreich
1837;Franz Jürgen Säcker
1838;Franz-Stefan Meissel
1839;Französische Sprache
1840;Fraternité 2020
1841;Frauen-Landsturm
1842;Frei Haus
1843;Freibetrag
1844;Freie Benutzung
1845;Freie Entfaltung der Persönlichkeit
1846;Freie Förderung
1847;Freier
1848;Freier Wille
1849;Freies Geleit
1850;Freigabe
1851;Freigelassene im Römischen Reich
1852;Freigrenze
1853;Freigut
1854;Freihandelsabkommen zwischen Mexiko und der Europäischen Union
1855;Freiheit
1856;Freiheit der Person
1857;Freiheitsberaubung
1858;Freiheitsbeschränkung
1859;Freiheitsentziehung
1860;Freiheitsentziehungssache
1861;Freiheitsrechte
1862;Freiheitsstrafe
1863;Freilassung
1864;Freirechtsschule
1865;Freistellung
1866;Freistellungsbescheinigung
1867;Freiwillige Gerichtsbarkeit
1868;Freiwillige Krankenversicherung
1869;Freiwilliger Polizeidienst
1870;Freizügigkeit
1871;Freizügigkeitsbescheinigung
1872;Fremdbesitzerexzess
1873;Fremdenrecht
1874;Fremdorganschaft
1875;Frerich Bohlken
1876;Friedberg
1877;Friedensleistungen
1878;Friedhofsrecht
1879;Friedrich Carl von Savigny
1880;Friedrich-Ebert-Stiftung
1881;Frist
1882;Fritz Maqué
1883;Fritz Ossenbühl
1884;Fritz von Weizsäcker
1885;Frustrationstoleranz
1886;Frustrationsverbot
1887;Fränkisches Recht
1888;Fräsmaschinen-Fall
1889;Früher erster Termin
1890;Frühzeitige Beteiligung
1891;Fundbüro
1892;Fundort
1893;Fundrecht
1894;Fundtier
1895;Funkzellenabfrage
1896;Fur semper in mora
1897;Furca
1898;Furtum
1899;Fusion
1900;Fustuarium
1901;Fußstapfentheorie
1902;Fälligkeit
1903;Fédération Internationale pour le Droit Européen
1904;Förmliches Verwaltungsverfahren
1905;Führung auf Probe
1906;Führungsaufsicht
1907;Fünftes Vermögensbildungsgesetz
1908;Fürsorgepflicht
1909;GEMA-freie Musik
1910;GEMFA
1911;GG 19 – Deutschland in 19 Artikeln
1912;GKV-Betriebsrentenfreibetragsgesetz
1913;GKV-Modernisierungsgesetz
1914;GKV-Versorgungsstrukturgesetz
1915;GKV-Versorgungsstärkungsgesetz
1916;Gaius
1917;Gallardo-Fall
1918;Ganerbschaft
1919;Garagenverordnung
1920;Garantenpflicht
1921;Garantie
1922;Garantieerklärung
1923;Garantiehaftung
1924;Garantiertes Mindesteinkommen
1925;Gassengericht
1926;Gastgericht
1927;Gaststättengesetz
1928;Gaststättenkonzession
1929;Gaststättenrecht
1930;Gastwirtpfandrecht
1931;Gattungsschuld
1932;Gebietscharakter
1933;Gebietserhaltungsanspruch
1934;Gebietskörperschaft
1935;Gebietsschutz
1936;Gebot
1937;Gebot der Folgerichtigkeit
1938;Gebot der Rücksichtnahme
1939;Gebrauchsanmaßung
1940;Gebrauchsvorteil
1941;Gebundene Entscheidung
1942;Gebundener Tag
1943;Geburt
1944;Geburtstagszug-Urteil
1945;Gebäudeenergiegesetz
1946;Gebäudehöhe
1947;Gebäudeklasse
1948;Gebühr
1949;Gebührenbescheid
1950;Gebührenordnung für Ärzte
1951;Geding
1952;Gedinge
1953;Gedoppelte Mitte
1954;Gefahr
1955;Gefahr im Verzug
1956;Gefahrenabwehr
1957;Gefahrenanalyse und kritische Kontrollpunkte
1958;Gefahrengebiet
1959;Gefahrgeneigte Arbeit
1960;Gefahrtarif
1961;Gefangenen-Beitragsverordnung
1962;Gefährdetenansprache
1963;Gefährdungshaftung
1964;Gefährdungsschaden
1965;Gefährliche Körperverletzung
1966;Gefährlicher Hund
1967;Gefährliches Werkzeug
1968;Gefälligkeit
1969;Gefälligkeitsfahrt
1970;Gefälligkeitsschaden
1971;Gefängnisstrafe
1972;Gegenleistung
1973;Gegenseitigkeit
1974;Gegenstromprinzip
1975;Gegenvormund
1976;Gegenvorstellung
1977;Gegnerfreiheit
